2026-02-14 10:43:49 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-16 20:19:50 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-16 20:19:50 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-16 20:20:50 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: El Secreto de las Ruinas de Sombraluna
2026-02-16 20:20:50 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Agregando URLs de imágenes...
2026-02-16 20:20:50 | INFO     | generator            | crear_datos_aventura | ✓ Imágenes agregadas
2026-02-16 20:20:50 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-16 20:35:20 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-16 20:35:20 | INFO     | generator            | crear_datos_aventura | Setting: una torre infinita donde cada piso es un ecosistema distinto
2026-02-16 20:35:20 | INFO     | generator            | crear_datos_aventura | Estilo: CIBERPUNK
2026-02-16 20:35:20 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-16 20:35:33 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-16 20:35:33 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-16 20:36:18 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: El Ascenso Infinito
2026-02-16 20:36:18 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-16 20:36:18 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-16 20:36:18 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-16 20:41:24 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-16 20:41:24 | INFO     | generator            | crear_datos_aventura | Setting: una torre infinita donde cada piso es un ecosistema distinto
2026-02-16 20:41:24 | INFO     | generator            | crear_datos_aventura | Estilo: VIEJO OESTE
2026-02-16 20:41:24 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-16 20:41:35 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-16 20:41:35 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-16 20:42:27 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: La Torre Infinita: Ecos de Desiertos Olvidados
2026-02-16 20:42:27 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-16 20:42:27 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-16 20:42:27 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-16 20:47:08 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-16 20:47:08 | INFO     | generator            | crear_datos_aventura | Setting: una ciudad construida dentro del cráneo de un titán muerto hace eones
2026-02-16 20:47:08 | INFO     | generator            | crear_datos_aventura | Estilo: TERROR CÓSMICO
2026-02-16 20:47:08 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-16 20:47:22 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-16 20:47:22 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-16 20:48:12 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: La Ciudad del Titán Muerto
2026-02-16 20:48:12 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-16 20:48:12 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-16 20:48:12 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-16 20:53:08 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-16 20:53:08 | INFO     | generator            | crear_datos_aventura | Setting: una ciudad construida dentro del cráneo de un titán muerto hace eones
2026-02-16 20:53:08 | INFO     | generator            | crear_datos_aventura | Estilo: BOSQUE FEÉRICO
2026-02-16 20:53:08 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-16 20:53:24 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-16 20:53:24 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-16 20:54:11 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: La Ciénaga de los Susurros
2026-02-16 20:54:11 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-16 20:54:11 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-16 20:54:11 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-16 21:00:26 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-16 21:00:26 | INFO     | generator            | crear_datos_aventura | Setting: una ciudad construida dentro del cráneo de un titán muerto hace eones
2026-02-16 21:00:26 | INFO     | generator            | crear_datos_aventura | Estilo: CIBERPUNK
2026-02-16 21:00:26 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-16 21:00:37 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-16 21:00:37 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-16 21:01:22 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: La Ciudad del Titán Muerto
2026-02-16 21:01:22 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-16 21:01:22 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-16 21:01:22 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-16 21:09:44 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-16 21:09:44 | INFO     | generator            | crear_datos_aventura | Setting: una ciudad construida dentro del cráneo de un titán muerto hace eones
2026-02-16 21:09:44 | INFO     | generator            | crear_datos_aventura | Estilo: HORROR GÓTICO
2026-02-16 21:09:44 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-16 21:09:59 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-16 21:09:59 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-16 21:10:45 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: El Cráneo del Titán
2026-02-16 21:10:45 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-16 21:10:45 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-16 21:10:45 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-16 21:22:17 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-16 21:22:17 | INFO     | generator            | crear_datos_aventura | Setting: un bosque de cristal que vibra con una canción que vuelve loca a la gente
2026-02-16 21:22:17 | INFO     | generator            | crear_datos_aventura | Estilo: CIENCIA FANTASÍA
2026-02-16 21:22:17 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-16 21:22:33 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-16 21:22:33 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-16 21:23:18 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: La Sinfonía del Bosque de Cristal
2026-02-16 21:23:18 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-16 21:23:18 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-16 21:23:18 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-16 21:30:43 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-16 21:30:43 | INFO     | generator            | crear_datos_aventura | Setting: unas islas flotantes unidas por cadenas oxidadas sobre un abismo sin fin
2026-02-16 21:30:43 | INFO     | generator            | crear_datos_aventura | Estilo: ALTA FANTASÍA
2026-02-16 21:30:43 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-16 21:31:00 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-16 21:31:00 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-16 21:31:49 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: Las Islas Flotantes de Eón
2026-02-16 21:31:49 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-16 21:31:49 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-16 21:31:49 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-16 22:27:58 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-16 22:27:58 | INFO     | generator            | crear_datos_aventura | Setting: una torre infinita donde cada piso es un ecosistema distinto
2026-02-16 22:27:58 | INFO     | generator            | crear_datos_aventura | Estilo: ALTA FANTASÍA
2026-02-16 22:27:58 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-16 22:28:09 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-16 22:28:09 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-16 22:28:52 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: La Torre Infinita: Luz vs Oscuridad
2026-02-16 22:28:52 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-16 22:28:52 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-16 22:28:52 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-16 22:31:41 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-16 22:31:41 | INFO     | generator            | crear_datos_aventura | Setting: unas islas flotantes unidas por cadenas oxidadas sobre un abismo sin fin
2026-02-16 22:31:41 | INFO     | generator            | crear_datos_aventura | Estilo: ALTA FANTASÍA
2026-02-16 22:31:41 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-16 22:31:52 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-16 22:31:52 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-16 22:32:50 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: Las Islas de Aetherna: El Resurgimiento del Abismo
2026-02-16 22:32:50 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-16 22:32:50 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-16 22:32:50 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-17 16:37:28 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-17 16:37:28 | INFO     | generator            | crear_datos_aventura | Setting: una ciudad construida dentro del cráneo de un titán muerto hace eones
2026-02-17 16:37:28 | INFO     | generator            | crear_datos_aventura | Estilo: STEAMPUNK
2026-02-17 16:37:28 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-17 16:37:46 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-17 16:37:46 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-17 16:38:44 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: Los Susurros del Titán Durmiente
2026-02-17 16:38:44 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-17 16:38:44 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-17 16:38:44 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-17 16:45:43 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-17 16:45:43 | INFO     | generator            | crear_datos_aventura | Setting: un bosque de cristal que vibra con una canción que vuelve loca a la gente
2026-02-17 16:45:43 | INFO     | generator            | crear_datos_aventura | Estilo: HORROR GÓTICO
2026-02-17 16:45:43 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-17 16:45:57 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-17 16:45:57 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-17 16:46:46 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: El Canto del Cristal Muerto
2026-02-17 16:46:46 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-17 16:46:46 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-17 16:46:46 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-17 17:03:54 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-17 17:03:54 | INFO     | generator            | crear_datos_aventura | Setting: un bosque de cristal que vibra con una canción que vuelve loca a la gente
2026-02-17 17:03:54 | INFO     | generator            | crear_datos_aventura | Estilo: EDAD PRIMIGENIA
2026-02-17 17:03:54 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-17 17:04:14 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-17 17:04:14 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-17 17:05:00 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: El Canto de los Cristales Rotos
2026-02-17 17:05:00 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-17 17:05:00 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-17 17:05:00 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-17 17:21:53 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-17 17:21:53 | INFO     | generator            | crear_datos_aventura | Setting: una ciudad construida dentro del cráneo de un titán muerto hace eones
2026-02-17 17:21:53 | INFO     | generator            | crear_datos_aventura | Estilo: PIRATAS
2026-02-17 17:21:53 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-17 17:22:10 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-17 17:22:10 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-17 17:22:56 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: La ciudad titán
2026-02-17 17:22:56 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-17 17:22:56 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-17 17:22:56 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-17 17:29:12 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-17 17:29:12 | INFO     | generator            | crear_datos_aventura | Setting: unas islas flotantes unidas por cadenas oxidadas sobre un abismo sin fin
2026-02-17 17:29:12 | INFO     | generator            | crear_datos_aventura | Estilo: MISTERIO NOIR
2026-02-17 17:29:12 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-17 17:29:19 | INFO     | generator            | crear_datos_aventura | ✓ 3 personajes generados
2026-02-17 17:29:19 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-17 17:30:07 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: El Abismo del Corazón Negro
2026-02-17 17:30:07 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-17 17:30:07 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-17 17:30:07 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-17 17:45:51 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-17 17:45:51 | INFO     | generator            | crear_datos_aventura | Setting: una ciudad construida dentro del cráneo de un titán muerto hace eones
2026-02-17 17:45:51 | INFO     | generator            | crear_datos_aventura | Estilo: HORROR GÓTICO
2026-02-17 17:45:51 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-17 17:46:05 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-17 17:46:05 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-17 17:46:54 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: La Ciudad del Cráneo Muerto
2026-02-17 17:46:54 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-17 17:46:54 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-17 17:46:54 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-18 19:34:37 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-18 19:34:37 | INFO     | generator            | crear_datos_aventura | Setting: unas islas flotantes unidas por cadenas oxidadas sobre un abismo sin fin
2026-02-18 19:34:37 | INFO     | generator            | crear_datos_aventura | Estilo: VIEJO OESTE
2026-02-18 19:34:37 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-18 19:35:00 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-18 19:35:00 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-18 19:35:53 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: Islas del Abismo: El Sol de la Venganza
2026-02-18 19:35:53 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-18 19:35:53 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-18 19:35:53 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-18 19:36:20 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-18 19:36:20 | INFO     | generator            | crear_datos_aventura | Setting: el Underdark, iluminado solo por hongos bioluminiscentes que susurran
2026-02-18 19:36:20 | INFO     | generator            | crear_datos_aventura | Estilo: PIRATAS
2026-02-18 19:36:20 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-18 19:36:39 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-18 19:36:39 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-18 19:37:26 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: El Susurro de las Profundidades
2026-02-18 19:37:26 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-18 19:37:26 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-18 19:37:26 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-18 19:51:23 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura (Nivel <fastapi.background.BackgroundTasks object at 0x724744b7b970>)
2026-02-18 19:51:23 | INFO     | generator            | crear_datos_aventura | Setting: un bosque de cristal que vibra con una canción que vuelve loca a la gente
2026-02-18 19:51:23 | INFO     | generator            | crear_datos_aventura | Estilo: CIBERPUNK
2026-02-18 19:51:23 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-18 19:51:40 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-18 19:51:40 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-18 19:53:20 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura (Nivel 1)
2026-02-18 19:53:20 | INFO     | generator            | crear_datos_aventura | Setting: unas islas flotantes unidas por cadenas oxidadas sobre un abismo sin fin
2026-02-18 19:53:20 | INFO     | generator            | crear_datos_aventura | Estilo: CIBERPUNK
2026-02-18 19:53:20 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-18 19:53:43 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-18 19:53:43 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-18 19:54:33 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: El Laberinto de Cadenas
2026-02-18 19:54:33 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-18 19:54:33 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-18 19:54:33 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-18 20:13:26 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura (Nivel 1)
2026-02-18 20:13:26 | INFO     | generator            | crear_datos_aventura | Setting: el Underdark, iluminado solo por hongos bioluminiscentes que susurran
2026-02-18 20:13:26 | INFO     | generator            | crear_datos_aventura | Estilo: CIBERPUNK
2026-02-18 20:13:26 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-18 20:13:50 | INFO     | generator            | crear_datos_aventura | ✓ 4 personajes generados
2026-02-18 20:13:50 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-18 20:14:45 | INFO     | generator            | crear_datos_aventura | ✓ Historia generada: El Resplandor de los Hongos
2026-02-18 20:14:45 | INFO     | generator            | crear_datos_aventura | Paso 3/3: Disparando generación de imágenes...
2026-02-18 20:14:45 | INFO     | generator            | crear_datos_aventura | ✓ Tareas de imagen encoladas
2026-02-18 20:14:45 | INFO     | generator            | crear_datos_aventura | 🎉 Aventura generada exitosamente
2026-02-18 20:19:30 | INFO     | generator            | crear_datos_aventura | 🎲 Iniciando generación de aventura en cascada (Nivel 3)
2026-02-18 20:19:30 | INFO     | generator            | crear_datos_aventura | Setting: Test World
2026-02-18 20:19:30 | INFO     | generator            | crear_datos_aventura | Estilo: Dark
2026-02-18 20:19:30 | INFO     | generator            | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-18 20:19:30 | INFO     | generator            | crear_datos_aventura | ✓ 1 personajes generados
2026-02-18 20:19:30 | INFO     | generator            | crear_datos_aventura | Paso 2/3: Generando esquema de historia...
2026-02-18 20:19:30 | INFO     | generator            | crear_datos_aventura | ✓ Esquema generado: Test Adventure
